squad_country,squad_country_code,squad_shirt_number,squad_position,squad_player_name,squad_first_names,squad_last_names,squad_name_on_shirt,squad_date_of_birth,squad_club,squad_height_cm,rating_source,rating_ea_id,rating_rank,rating_player_name,rating_first_name,rating_last_name,rating_common_name,rating_gender,rating_nationality,rating_team,rating_league,rating_position,rating_position_label,rating_overall,rating_pac,rating_sho,rating_pas,rating_dri,rating_def,rating_phy,rating_height_cm,rating_weight_kg,rating_birthdate,rating_skill_moves,rating_weak_foot,rating_preferred_foot_id,rating_player_name_norm,rating_first_last_norm,rating_common_name_norm,rating_match_name_norm,rating_nationality_norm,match_score
Spain,ESP,1,GK,RAYA David,David,RAYA MARTÍN,RAYA,15/09/1995,Arsenal FC (ENG),186,EA,220901,74,David Raya,David,Raya Martin,David Raya,Men's Football,Spain,Arsenal,Premier League,GK,Goalkeeper,87,86,84,87,87,62,85,183,75,9/15/1995 12:00:00 AM,1,3,1,david raya,david raya martin,david raya,david raya,spain,100
Spain,ESP,2,DF,PUBILL Marc,Marc,PUBILL PAGES,MARC PUBILL,20/06/2003,Atlético De Madrid (ESP),191,EA,266039,3034,Pubill,Marc,Pubill Pagès,Pubill,Men's Football,Spain,Atlético de Madrid,LALIGA EA SPORTS,RB,Right Back,73,79,55,66,71,69,78,190,82,6/20/2003 12:00:00 AM,2,3,1,pubill,marc pubill pages,pubill,pubill,spain,100
Spain,ESP,3,DF,GRIMALDO Alex,Alejandro,GRIMALDO GARCÍA,GRIMALDO,20/09/1995,Bayer 04 Leverkusen (GER),171,EA,210035,190,Grimaldo,Alejandro,Grimaldo García,Grimaldo,Men's Football,Spain,Leverkusen,Bundesliga,LM,Left Midfielder,84,72,73,87,85,74,67,171,68,9/20/1995 12:00:00 AM,4,2,2,grimaldo,alejandro grimaldo garcia,grimaldo,grimaldo,spain,100
Spain,ESP,4,DF,GARCIA Eric,Eric,GARCÍA MARTRET,ERIC,09/01/2001,FC Barcelona (ESP),183,EA,245037,931,Eric García,Eric,García Martret,Eric García,Men's Football,Spain,FC Barcelona,LALIGA EA SPORTS,CB,Center Back,79,63,48,70,71,80,73,182,76,1/9/2001 12:00:00 AM,2,3,1,eric garcia,eric garcia martret,eric garcia,eric garcia,spain,100
Spain,ESP,5,DF,LLORENTE Marcos,Marcos,LLORENTE MORENO,M. LLORENTE,30/01/1995,Atlético De Madrid (ESP),183,EA,226161,162,Marcos Llorente,Marcos,Llorente Moreno,Marcos Llorente,Men's Football,Spain,Atlético de Madrid,LALIGA EA SPORTS,RB,Right Back,84,89,79,78,81,78,82,184,74,1/30/1995 12:00:00 AM,3,4,1,marcos llorente,marcos llorente moreno,marcos llorente,marcos llorente,spain,100
Spain,ESP,6,MF,MERINO Mikel,Mikel,MERINO ZAZÓN,MERINO,22/06/1996,Arsenal FC (ENG),188,EA,225193,245,Mikel Merino,Mikel,Merino Zazón,Mikel Merino,Men's Football,Spain,Arsenal,Premier League,CM,Center Midfielder,83,63,79,80,80,81,80,189,83,6/22/1996 12:00:00 AM,3,3,2,mikel merino,mikel merino zazon,mikel merino,mikel merino,spain,100
Spain,ESP,7,FW,TORRES Ferran,Ferran,TORRES GARCÍA,FERRAN,29/02/2000,FC Barcelona (ESP),183,EA,241461,292,Ferran Torres,Ferran,Torres García,Ferran Torres,Men's Football,Spain,FC Barcelona,LALIGA EA SPORTS,LW,Left Wing,83,83,81,79,83,35,68,184,77,2/29/2000 12:00:00 AM,4,4,1,ferran torres,ferran torres garcia,ferran torres,ferran torres,spain,100
Spain,ESP,8,MF,RUIZ Fabian,Fabian,RUIZ PEÑA,FABIÁN,03/04/1996,Paris Saint-Germain (FRA),188,EA,226271,138,Fabián Ruiz,Fabián,Ruiz Peña,Fabián Ruiz,Men's Football,Spain,Paris SG,Ligue 1 McDonald's,CM,Center Midfielder,85,61,77,80,81,75,72,189,70,4/3/1996 12:00:00 AM,3,3,2,fabian ruiz,fabian ruiz pena,fabian ruiz,fabian ruiz,spain,100
Spain,ESP,9,MF,GAVI,Pablo,PAEZ GAVIRA,GAVI,05/08/2004,FC Barcelona (ESP),173,EA,264240,279,Gavi,Pablo Martín,Páez Gavira,Gavi,Men's Football,Spain,FC Barcelona,LALIGA EA SPORTS,CM,Center Midfielder,83,76,66,78,85,68,70,173,70,8/5/2004 12:00:00 AM,3,3,1,gavi,pablo martin paez gavira,gavi,gavi,spain,100
Spain,ESP,10,FW,OLMO Dani,Daniel,OLMO CARVAJAL,OLMO,07/05/1998,FC Barcelona (ESP),179,EA,244260,153,Dani Olmo,Daniel,Olmo Carvajal,Dani Olmo,Men's Football,Spain,FC Barcelona,LALIGA EA SPORTS,CAM,Center Attacking Midfielder,85,73,79,83,87,50,56,179,72,5/7/1998 12:00:00 AM,4,4,1,dani olmo,daniel olmo carvajal,dani olmo,dani olmo,spain,100
Spain,ESP,11,FW,PINO Yeremy,Yeremy Jesús,PINO SANTOS,YEREMY,20/10/2002,Crystal Palace FC (ENG),174,EA,259377,733,Yeremy Pino,Yeremy Jesús,Pino Santos,Yeremy Pino,Men's Football,Spain,Crystal Palace,Premier League,RM,Right Midfielder,80,77,73,78,81,38,53,172,65,10/20/2002 12:00:00 AM,3,4,1,yeremy pino,yeremy jesus pino santos,yeremy pino,yeremy pino,spain,100
Spain,ESP,12,DF,PORRO Pedro,Pedro Antonio,PORRO SAUCEDA,PEDRO PORRO,13/09/1999,Tottenham Hotspur FC (ENG),173,EA,243576,328,Pedro Porro,Pedro Antonio,Porro Sauceda,Pedro Porro,Men's Football,Spain,Spurs,Premier League,RB,Right Back,82,78,73,81,80,77,76,173,69,9/13/1999 12:00:00 AM,3,3,1,pedro porro,pedro antonio porro sauceda,pedro porro,pedro porro,spain,100
Spain,ESP,13,GK,GARCIA Joan,Joan,GARCIA PONS,JOAN GARCIA,04/05/2001,FC Barcelona (ESP),194,EA,259532,254,Joan García,Joan,García Pons,Joan García,Men's Football,Spain,FC Barcelona,LALIGA EA SPORTS,GK,Goalkeeper,83,81,82,77,86,46,83,191,79,5/4/2001 12:00:00 AM,1,3,1,joan garcia,joan garcia pons,joan garcia,joan garcia,spain,100
Spain,ESP,14,DF,LAPORTE Aymeric,Aymeric,LAPORTE FEVRE,LAPORTE,27/05/1994,Athletic Club (ESP),191,EA,212218,438,Aymeric Laporte,Aymeric,Laporte,,Men's Football,Spain,Al Nassr,ROSHN Saudi League,CB,Center Back,82,51,50,74,70,83,77,189,85,5/27/1994 12:00:00 AM,2,3,2,aymeric laporte,aymeric laporte,,aymeric laporte,spain,100
Spain,ESP,15,MF,BAENA Alex,Alejandro,BAENA RODRÍGUEZ,ALEX B.,20/07/2001,Atlético De Madrid (ESP),172,EA,257279,196,Álex Baena,Alejandro,Baena Rodríguez,Álex Baena,Men's Football,Spain,Atlético de Madrid,LALIGA EA SPORTS,LM,Left Midfielder,84,79,76,84,82,65,68,175,70,7/20/2001 12:00:00 AM,3,4,1,alex baena,alejandro baena rodriguez,alex baena,alex baena,spain,100
Spain,ESP,16,MF,RODRI,Rodrigo,HERNÁNDEZ CASCANTE,RODRIGO,22/06/1996,Manchester City FC (ENG),190,EA,231866,6,Rodri,Rodrigo,Hernández Cascante,Rodri,Men's Football,Spain,Manchester City,Premier League,CDM,Center Defensive Midfielder,90,65,80,86,84,86,85,190,82,6/22/1996 12:00:00 AM,3,4,1,rodri,rodrigo hernandez cascante,rodri,rodri,spain,100
Spain,ESP,17,FW,WILLIAMS Nico,Nicholas,WILLIAMS ARTHUER,WILLIAMS JR,12/07/2002,Athletic Club (ESP),181,EA,256516,97,Nico Williams,Nicholas,Williams Arthuer,Nico Williams,Men's Football,Spain,Athletic Club,LALIGA EA SPORTS,LM,Left Midfielder,86,93,76,80,87,36,66,181,67,7/12/2002 12:00:00 AM,4,5,1,nico williams,nicholas williams arthuer,nico williams,nico williams,spain,100
Spain,ESP,18,MF,ZUBIMENDI Martin,Martin,ZUBIMENDI IBAÑEZ,ZUBIMENDI,02/02/1999,Arsenal FC (ENG),181,EA,248148,277,Zubimendi,Martín,Zubimendi Ibáñez,Zubimendi,Men's Football,Spain,Arsenal,Premier League,CDM,Center Defensive Midfielder,83,66,67,79,79,80,73,180,74,2/2/1999 12:00:00 AM,3,4,1,zubimendi,martin zubimendi ibanez,zubimendi,zubimendi,spain,100
Spain,ESP,19,FW,YAMAL Lamine,Lamine Yamal,NASRAOUI EBANA,LAMINE YAMAL,13/07/2007,FC Barcelona (ESP),183,EA,277643,14,Lamine Yamal,Lamine Yamal,Nasraoui Ebana,Lamine Yamal,Men's Football,Spain,FC Barcelona,LALIGA EA SPORTS,RM,Right Midfielder,89,85,81,86,90,23,53,180,72,7/13/2007 12:00:00 AM,5,3,2,lamine yamal,lamine yamal nasraoui ebana,lamine yamal,lamine yamal,spain,100
Spain,ESP,20,MF,PEDRI,Pedro,GONZÁLEZ LÓPEZ,PEDRI,25/11/2002,FC Barcelona (ESP),174,EA,251854,19,Pedri,Pedro,González López,Pedri,Men's Football,Spain,FC Barcelona,LALIGA EA SPORTS,CM,Center Midfielder,89,77,73,85,91,78,77,174,60,11/25/2002 12:00:00 AM,4,4,1,pedri,pedro gonzalez lopez,pedri,pedri,spain,100
Spain,ESP,21,FW,OYARZABAL Mikel,Mikel,OYARZABAL UGARTE,OYARZABAL,21/04/1997,Real Sociedad (ESP),181,EA,230142,399,Oyarzabal,Mikel,Oyarzabal Ugarte,Oyarzabal,Men's Football,Spain,Real Sociedad,LALIGA EA SPORTS,ST,Striker,82,77,83,81,82,42,65,181,78,4/21/1997 12:00:00 AM,3,3,2,oyarzabal,mikel oyarzabal ugarte,oyarzabal,oyarzabal,spain,100
Spain,ESP,22,DF,CUBARSI Pau,Pau,CUBARSI I PAREDES,CUBARSÍ,22/01/2007,FC Barcelona (ESP),183,EA,278046,429,Pau Cubarsí,Pau,Cubarsí Paredes,Pau Cubarsí,Men's Football,Spain,FC Barcelona,LALIGA EA SPORTS,CB,Center Back,82,70,42,66,77,84,76,182,75,1/22/2007 12:00:00 AM,2,4,1,pau cubarsi,pau cubarsi paredes,pau cubarsi,pau cubarsi,spain,100
Spain,ESP,23,GK,SIMON Unai,Unai,SIMÓN MENDIBIL,UNAI SIMÓN,11/06/1997,Athletic Club (ESP),190,EA,230869,125,Unai Simón,Unai,Simón Mendibil,Unai Simón,Men's Football,Spain,Athletic Club,LALIGA EA SPORTS,GK,Goalkeeper,85,84,80,76,85,49,84,190,89,6/11/1997 12:00:00 AM,1,3,1,unai simon,unai simon mendibil,unai simon,unai simon,spain,100
Spain,ESP,24,DF,CUCURELLA Marc,Marc,CUCURELLA SASETA,CUCURELLA,22/07/1998,Chelsea FC (ENG),173,EA,239231,185,Marc Cucurella,Marc,Cucurella Saseta,Marc Cucurella,Men's Football,Spain,Chelsea,Premier League,LB,Left Back,84,75,64,79,80,82,79,174,66,7/22/1998 12:00:00 AM,3,3,2,marc cucurella,marc cucurella saseta,marc cucurella,marc cucurella,spain,100
Spain,ESP,25,FW,MUNOZ Victor,Victor,MUÑOZ VILLANUEVA,VICTOR M.V.,13/07/2003,CA Osasuna (ESP),173,EA,76042,11221,Víctor Muñoz,Víctor,Muñoz Villanueva,Víctor Muñoz,Men's Football,Spain,CA Osasuna,LALIGA EA SPORTS,LW,Left Wing,65,72,61,60,66,26,39,173,60,7/13/2003 12:00:00 AM,3,3,1,victor munoz,victor munoz villanueva,victor munoz,victor munoz,spain,100
Spain,ESP,26,FW,IGLESIAS Borja,Borja,IGLESIAS QUINTÁS,B. IGLESIAS,17/01/1993,RC Celta Vigo (ESP),187,EA,224179,728,Borja Iglesias,Borja,Iglesias Quintás,Borja Iglesias,Men's Football,Spain,Celta,LALIGA EA SPORTS,ST,Striker,80,62,82,71,74,40,77,187,86,1/17/1993 12:00:00 AM,3,3,1,borja iglesias,borja iglesias quintas,borja iglesias,borja iglesias,spain,100
Sweden,SWE,1,GK,WIDELL ZETTERSTROM Jacob,Jacob Mikael,WIDELL ZETTERSTRÖM,ZETTERSTRÖM,11/07/1998,Derby County FC (ENG),197,EA,247022,4792,Jacob Widell Zetterström,Jacob,Widell Zetterström,,Men's Football,Sweden,Derby County,EFL Championship,GK,Goalkeeper,71,75,70,59,74,38,67,197,82,7/11/1998 12:00:00 AM,1,3,1,jacob widell zetterstrom,jacob widell zetterstrom,,jacob widell zetterstrom,sweden,100
Sweden,SWE,2,DF,LAGERBIELKE Gustaf,Gustaf Johan,LAGERBIELKE,LAGERBIELKE,10/04/2000,SC Braga (POR),193,EA,264191,5972,Gustaf Lagerbielke,Gustaf,Lagerbielke,,Men's Football,Sweden,SC Braga,Liga Portugal,CB,Center Back,70,50,32,57,58,70,74,193,83,4/10/2000 12:00:00 AM,2,3,1,gustaf lagerbielke,gustaf lagerbielke,,gustaf lagerbielke,sweden,100
Sweden,SWE,4,DF,HIEN Isak,Isak Malcolm Kwaku,HIEN,HIEN,13/01/1999,Atalanta Bergamo (ITA),191,EA,260697,1265,Isak Hien,Isak,Hien,,Men's Football,Sweden,Bergamo Calcio,Serie A Enilive,CB,Center Back,78,69,37,49,58,79,82,191,90,1/13/1999 12:00:00 AM,2,3,1,isak hien,isak hien,,isak hien,sweden,100
Sweden,SWE,5,DF,GUDMUNDSSON Gabriel,Gabriel Johan,GUDMUNDSSON,GUDMUNDSSON,29/04/1999,Leeds United FC (ENG),181,EA,236822,1287,Gabriel Gudmundsson,Gabriel,Gudmundsson,,Men's Football,Sweden,Leeds United,Premier League,LB,Left Back,77,87,64,71,75,70,75,180,78,4/29/1999 12:00:00 AM,3,3,2,gabriel gudmundsson,gabriel gudmundsson,,gabriel gudmundsson,sweden,100
Sweden,SWE,6,DF,JOHANSSON Herman,Herman Nils,JOHANSSON,H. JOHANSSON,16/10/1997,FC Dallas (USA),190,EA,261028,5282,Herman Johansson,Herman,Johansson,,Men's Football,Sweden,Mjällby AIF,Allsvenskan,RB,Right Back,70,83,54,60,64,63,75,190,82,10/16/1997 12:00:00 AM,2,3,1,herman johansson,herman johansson,,herman johansson,sweden,100
Sweden,SWE,7,MF,BERGVALL Lucas,Lucas Erik Holger,BERGVALL,BERGVALL,02/02/2006,Tottenham Hotspur FC (ENG),187,EA,272926,1315,Lucas Bergvall,Lucas,Bergvall,,Men's Football,Sweden,Spurs,Premier League,CM,Center Midfielder,77,75,63,76,77,71,73,186,74,2/2/2006 12:00:00 AM,3,3,1,lucas bergvall,lucas bergvall,,lucas bergvall,sweden,100
Sweden,SWE,8,DF,SVENSSON Daniel,Daniel Jonathan,SVENSSON,SVENSSON,12/02/2002,Borussia Dortmund (GER),183,EA,259716,1337,Daniel Svensson,Daniel,Svensson,,Men's Football,Sweden,Borussia Dortmund,Bundesliga,LB,Left Back,77,77,56,75,76,73,74,178,72,2/12/2002 12:00:00 AM,2,4,2,daniel svensson,daniel svensson,,daniel svensson,sweden,100
Sweden,SWE,9,FW,ISAK Alexander,Alexander,ISAK,ISAK,21/09/1999,Liverpool FC (ENG),190,EA,233731,35,Alexander Isak,Alexander,Isak,,Men's Football,Sweden,Liverpool,Premier League,ST,Striker,88,83,89,73,85,39,76,192,77,9/21/1999 12:00:00 AM,4,4,1,alexander isak,alexander isak,,alexander isak,sweden,100
Sweden,SWE,10,MF,NYGREN Benjamin,Erik Benjamin,NYGREN,NYGREN,08/07/2001,Celtic FC (SCO),187,EA,243646,3647,Benjamin Nygren,Benjamin,Nygren,,Men's Football,Sweden,Celtic,Scottish Prem,CM,Center Midfielder,72,71,73,71,72,60,71,184,77,7/8/2001 12:00:00 AM,3,3,2,benjamin nygren,benjamin nygren,,benjamin nygren,sweden,100
Sweden,SWE,11,FW,ELANGA Anthony,Anthony David Junior,ELANGA,ELANGA,27/04/2002,Newcastle United FC (ENG),178,EA,257470,537,Anthony Elanga,Anthony,Elanga,,Men's Football,Sweden,Newcastle Utd,Premier League,RW,Right Wing,81,92,72,76,82,39,70,178,70,4/27/2002 12:00:00 AM,3,5,1,anthony elanga,anthony elanga,,anthony elanga,sweden,100
Sweden,SWE,12,GK,JOHANSSON Viktor,Tobias Viktor,JOHANSSON,V. JOHANSSON,14/09/1998,Stoke City FC (ENG),187,EA,241643,2633,Viktor Johansson,Viktor,Johansson,,Men's Football,Sweden,Stoke City,EFL Championship,GK,Goalkeeper,74,75,71,70,77,40,73,186,74,9/14/1998 12:00:00 AM,1,3,1,viktor johansson,viktor johansson,,viktor johansson,sweden,100
Sweden,SWE,14,DF,EKDAL Hjalmar,Hjalmar,EKDAL,EKDAL,21/10/1998,Burnley FC (ENG),187,EA,252316,4295,Hjalmar Ekdal,Hjalmar,Ekdal,,Men's Football,Sweden,Burnley,Premier League,CB,Center Back,72,53,33,53,63,72,76,188,76,10/21/1998 12:00:00 AM,2,2,1,hjalmar ekdal,hjalmar ekdal,,hjalmar ekdal,sweden,100
Sweden,SWE,15,DF,STARFELT Carl,Carl Anders Theodor,STARFELT,STARFELT,01/06/1995,RC Celta Vigo (ESP),185,EA,220821,1258,Carl Starfelt,Carl,Starfelt,,Men's Football,Sweden,Celta,LALIGA EA SPORTS,CB,Center Back,78,74,31,56,68,78,78,187,80,6/1/1995 12:00:00 AM,2,3,1,carl starfelt,carl starfelt,,carl starfelt,sweden,100
Sweden,SWE,16,MF,KARLSTROM Jesper,Jesper Kewe,KARLSTRÖM,KARLSTRÖM,21/06/1995,Udinese (ITA),182,EA,214658,2082,Jesper Karlström,Jesper,Karlström,,Men's Football,Sweden,Udinese,Serie A Enilive,CDM,Center Defensive Midfielder,75,64,57,72,71,71,78,185,81,6/21/1995 12:00:00 AM,2,3,1,jesper karlstrom,jesper karlstrom,,jesper karlstrom,sweden,100
Sweden,SWE,17,FW,GYOKERES Viktor,Viktor Einar,GYÖKERES,GYÖKERES,04/06/1998,Arsenal FC (ENG),189,EA,241651,75,Viktor Gyökeres,Viktor,Gyökeres,,Men's Football,Sweden,Arsenal,Premier League,ST,Striker,87,90,86,73,81,36,91,189,94,6/4/1998 12:00:00 AM,3,4,1,viktor gyokeres,viktor gyokeres,,viktor gyokeres,sweden,100
Sweden,SWE,18,MF,AYARI Yasin,Yasin,AYARI,AYARI,06/10/2003,Brighton & Hove Albion FC (ENG),172,EA,257400,2029,Yasin Ayari,Yasin,Ayari,,Men's Football,Sweden,Brighton,Premier League,CM,Center Midfielder,75,69,70,73,77,69,62,172,69,10/6/2003 12:00:00 AM,3,3,1,yasin ayari,yasin ayari,,yasin ayari,sweden,100
Sweden,SWE,19,MF,SVANBERG Mattias,Mattias Olof,SVANBERG,SVANBERG,05/01/1999,VfL Wolfsburg (GER),186,EA,228946,1619,Mattias Svanberg,Mattias,Svanberg,,Men's Football,Sweden,VfL Wolfsburg,Bundesliga,CM,Center Midfielder,76,73,70,74,76,66,73,185,75,1/5/1999 12:00:00 AM,3,3,1,mattias svanberg,mattias svanberg,,mattias svanberg,sweden,100
Sweden,SWE,20,DF,SMITH Eric,Eric Anders,SMITH,SMITH,08/01/1997,FC St. Pauli (GER),192,EA,222369,2102,Eric Smith,Eric,Smith,,Men's Football,Sweden,FC St. Pauli,Bundesliga,CDM,Center Defensive Midfielder,75,67,59,67,66,73,79,192,86,1/8/1997 12:00:00 AM,2,3,1,eric smith,eric smith,,eric smith,sweden,100
Sweden,SWE,21,DF,BERNHARDSSON Alexander,Alexander Olof,BERNHARDSSON,BERNHARDSSON,08/09/1998,Holstein Kiel (GER),184,EA,255459,3778,Alexander Bernhardsson,Alexander,Bernhardsson,,Men's Football,Sweden,Holstein Kiel,Bundesliga 2,ST,Striker,72,81,70,64,74,48,69,185,73,9/8/1998 12:00:00 AM,3,3,1,alexander bernhardsson,alexander bernhardsson,,alexander bernhardsson,sweden,100
Sweden,SWE,22,MF,ZENELI Besfort,Besfort,ZENELI,ZENELI,21/11/2002,Royale Union Saint-Gilloise (BEL),187,EA,270919,3913,Besfort Zeneli,Besfort,Zeneli,,Men's Football,Sweden,IF Elfsborg,Allsvenskan,CM,Center Midfielder,72,71,65,68,70,56,67,178,71,11/21/2002 12:00:00 AM,3,3,1,besfort zeneli,besfort zeneli,,besfort zeneli,sweden,100
Sweden,SWE,23,GK,NORDFELDT Kristoffer,Bo Kristoffer,NORDFELDT,NORDFELDT,23/06/1989,AIK Stockholm (SWE),190,EA,192129,3834,Kristoffer Nordfeldt,Kristoffer,Nordfeldt,,Men's Football,Sweden,AIK,Allsvenskan,GK,Goalkeeper,72,70,69,72,70,50,71,188,87,6/23/1989 12:00:00 AM,1,3,1,kristoffer nordfeldt,kristoffer nordfeldt,,kristoffer nordfeldt,sweden,100
Sweden,SWE,24,DF,STROUD Elliot,Elliot Karl,STROUD,STROUD,22/06/2002,Mjällby AIF (SWE),185,EA,272712,4411,Elliot Stroud,Elliot,Stroud,,Men's Football,Sweden,Mjällby AIF,Allsvenskan,LB,Left Back,71,79,65,64,67,65,73,180,75,6/22/2002 12:00:00 AM,2,3,2,elliot stroud,elliot stroud,,elliot stroud,sweden,100
Sweden,SWE,25,FW,NILSSON Gustaf,Håkan Gustaf,NILSSON,NILSSON,23/05/1997,Club Brugge (BEL),197,EA,223933,2315,Gustaf Nilsson,Gustaf,Nilsson,,Men's Football,Sweden,Club Brugge,1A Pro League,ST,Striker,75,71,75,58,64,32,80,197,87,5/23/1997 12:00:00 AM,2,2,1,gustaf nilsson,gustaf nilsson,,gustaf nilsson,sweden,100
Sweden,SWE,26,FW,ALI Taha,Taha Abdi,ALI,ALI,01/07/1998,Malmö FF (SWE),174,EA,260972,7741,Taha Ali,Taha,Ali,,Men's Football,Sweden,Malmö FF,Allsvenskan,LM,Left Midfielder,68,86,60,58,75,35,50,174,63,7/1/1998 12:00:00 AM,5,2,1,taha ali,taha ali,,taha ali,sweden,100
Switzerland,SUI,1,GK,KOBEL Gregor,Gregor,KOBEL,KOBEL,06/12/1997,Borussia Dortmund (GER),196,EA,235073,103,Gregor Kobel,Gregor,Kobel,,Men's Football,Switzerland,Borussia Dortmund,Bundesliga,GK,Goalkeeper,86,87,83,64,87,44,86,195,88,12/6/1997 12:00:00 AM,1,3,1,gregor kobel,gregor kobel,,gregor kobel,switzerland,100
Switzerland,SUI,2,DF,MUHEIM Miro,Miro Max Maria,MUHEIM,MUHEIM,24/03/1998,Hamburger SV (GER),182,EA,232839,1963,Miro Muheim,Miro,Muheim,,Men's Football,Switzerland,Hamburger SV,Bundesliga,LB,Left Back,75,73,66,73,73,71,73,182,77,3/24/1998 12:00:00 AM,2,3,2,miro muheim,miro muheim,,miro muheim,switzerland,100
Switzerland,SUI,3,DF,WIDMER Silvan,Silvan Dominic,WIDMER,WIDMER,05/03/1993,1. FSV Mainz 05 (GER),183,EA,216158,3642,Silvan Widmer,Silvan,Widmer,,Men's Football,Switzerland,1. FSV Mainz 05,Bundesliga,RB,Right Back,72,73,62,70,71,70,72,183,80,3/5/1993 12:00:00 AM,3,3,1,silvan widmer,silvan widmer,,silvan widmer,switzerland,100
Switzerland,SUI,4,DF,ELVEDI Nico,Nico,ELVEDI,ELVEDI,30/09/1996,Borussia Mönchengladbach (GER),189,EA,221491,1538,Nico Elvedi,Nico,Elvedi,,Men's Football,Switzerland,M'gladbach,Bundesliga,CB,Center Back,77,70,39,63,65,78,76,189,84,9/30/1996 12:00:00 AM,2,3,1,nico elvedi,nico elvedi,,nico elvedi,switzerland,100
Switzerland,SUI,5,DF,AKANJI Manuel,Manuel Obafemi,AKANJI,AKANJI,19/07/1995,FC Internazionale Milano (ITA),188,EA,229237,408,Manuel Akanji,Manuel,Akanji,,Men's Football,Switzerland,Lombardia FC,Serie A Enilive,CB,Center Back,82,74,48,69,73,82,81,187,91,7/19/1995 12:00:00 AM,2,4,1,manuel akanji,manuel akanji,,manuel akanji,switzerland,100
Switzerland,SUI,6,MF,ZAKARIA Denis,Denis Lemi,ZAKARIA LAKO LADO,ZAKARIA,20/11/1996,AS Monaco (FRA),189,EA,229261,330,Denis Zakaria,Denis,Zakaria,,Men's Football,Switzerland,AS Monaco,Ligue 1 McDonald's,CDM,Center Defensive Midfielder,82,80,67,74,77,80,85,190,81,11/20/1996 12:00:00 AM,3,3,1,denis zakaria,denis zakaria,,denis zakaria,switzerland,100
Switzerland,SUI,7,FW,EMBOLO Breel,Breel Donald,EMBOLO,EMBOLO,14/02/1997,Stade Rennais FC (FRA),184,EA,222357,1343,Breel Embolo,Breel,Embolo,,Men's Football,Switzerland,Stade Rennais FC,Ligue 1 McDonald's,ST,Striker,77,78,75,70,75,51,80,187,88,2/14/1997 12:00:00 AM,3,4,1,breel embolo,breel embolo,,breel embolo,switzerland,100
Switzerland,SUI,8,MF,FREULER Remo,Remo Marco,FREULER,FREULER,15/04/1992,Bologna FC (ITA),181,EA,202024,527,Remo Freuler,Remo,Freuler,,Men's Football,Switzerland,Bologna,Serie A Enilive,CDM,Center Defensive Midfielder,81,58,72,76,77,77,74,180,80,4/15/1992 12:00:00 AM,4,3,1,remo freuler,remo freuler,,remo freuler,switzerland,100
Switzerland,SUI,9,MF,MANZAMBI Johan,Johan Kula,MANZAMBI,MANZAMBI,14/10/2005,SC Freiburg (GER),182,EA,276694,8334,Johan Manzambi,Johan,Manzambi,,Men's Football,Switzerland,SC Freiburg,Bundesliga,CAM,Center Attacking Midfielder,67,75,61,59,72,56,62,183,75,10/14/2005 12:00:00 AM,4,3,1,johan manzambi,johan manzambi,,johan manzambi,switzerland,100
Switzerland,SUI,10,MF,XHAKA Granit,Granit,XHAKA,XHAKA,27/09/1992,Sunderland AFC (ENG),183,EA,199503,144,Granit Xhaka,Granit,Xhaka,,Men's Football,Switzerland,Sunderland,Premier League,CDM,Center Defensive Midfielder,85,47,75,85,74,78,82,186,80,9/27/1992 12:00:00 AM,3,3,2,granit xhaka,granit xhaka,,granit xhaka,switzerland,100
Switzerland,SUI,11,FW,NDOYE Dan,Dan,NDOYE,NDOYE,25/10/2000,Nottingham Forest FC (ENG),184,EA,257980,796,Dan Ndoye,Dan,Ndoye,,Men's Football,Switzerland,Nott'm Forest,Premier League,LM,Left Midfielder,79,89,72,70,81,62,68,184,79,10/25/2000 12:00:00 AM,3,3,1,dan ndoye,dan ndoye,,dan ndoye,switzerland,100
Switzerland,SUI,13,DF,RODRIGUEZ Ricardo,Ricardo Ivan,RODRIGUEZ ARAYA,RODRIGUEZ,25/08/1992,Real Betis (ESP),182,EA,193352,2425,Ricardo Rodríguez,Ricardo,Rodríguez,,Men's Football,Switzerland,Real Betis,LALIGA EA SPORTS,LB,Left Back,74,66,69,78,74,70,72,180,78,8/25/1992 12:00:00 AM,3,3,2,ricardo rodriguez,ricardo rodriguez,,ricardo rodriguez,switzerland,100
Switzerland,SUI,14,MF,JASHARI Ardon,Ardon,JASHARI,JASHARI,30/07/2002,AC Milan (ITA),181,EA,257186,1284,Ardon Jashari,Ardon,Jashari,,Men's Football,Switzerland,Milano FC,Serie A Enilive,CDM,Center Defensive Midfielder,77,75,67,75,73,72,82,181,82,7/30/2002 12:00:00 AM,2,4,2,ardon jashari,ardon jashari,,ardon jashari,switzerland,100
Switzerland,SUI,15,MF,SOW Djibril,Mohameth Djibril Ibrahima,SOW,SOW,06/02/1997,Sevilla FC (ESP),183,EA,229752,1578,Djibril Sow,Djibril,Sow,,Men's Football,Switzerland,Sevilla FC,LALIGA EA SPORTS,CM,Center Midfielder,76,78,69,73,76,74,78,184,76,2/6/1997 12:00:00 AM,3,4,1,djibril sow,djibril sow,,djibril sow,switzerland,100
