source,ea_id,rank,player_name,first_name,last_name,common_name,gender,nationality,team,league,position,position_label,overall,pac,sho,pas,dri,def,phy,height_cm,weight_kg,birthdate,skill_moves,weak_foot,preferred_foot_id
EA,241523,5726,Marcus Forss,Marcus,Forss,,Men's Football,Finland,Bolton,EFL League One,ST,Striker,70,74,70,54,67,39,69,182,76,6/18/1999 12:00:00 AM,2,3,1
EA,242492,5727,Jeison Medina,Jeison,Medina,,Men's Football,Colombia,,Libertadores,ST,Striker,70,76,69,60,70,36,62,180,74,2/27/1995 12:00:00 AM,2,3,1
EA,242541,5728,Ciaron Brown,Ciaron,Brown,,Men's Football,Northern Ireland,Oxford United,EFL Championship,CB,Center Back,70,65,46,56,61,70,75,185,76,1/14/1998 12:00:00 AM,2,2,2
EA,247060,5729,Yahia Nader,Yahia,Nader,,Men's Football,United Arab Emirates,Al Ain FC,United Emirates League,CDM,Center Defensive Midfielder,70,59,49,60,61,67,77,178,78,9/11/1998 12:00:00 AM,2,3,1
EA,257396,5730,Brandon Domingues,Brandon,Domingues,,Men's Football,France,R. Oviedo,LALIGA EA SPORTS,LM,Left Midfielder,70,76,67,65,72,37,56,172,63,6/6/2000 12:00:00 AM,3,3,1
EA,258165,5731,Anthony Musaba,Anthony,Musaba,,Men's Football,Holland,Samsunspor,Trendyol Süper Lig,RM,Right Midfielder,70,88,66,59,73,24,63,182,72,12/6/2000 12:00:00 AM,3,5,1
EA,258753,5732,Couhaib Driouech,Couhaib,Driouech,,Men's Football,Morocco,,Eredivisie,LW,Left Wing,70,92,61,58,73,26,63,175,73,4/17/2002 12:00:00 AM,3,4,1
EA,274845,5735,Mathys Tourraine,Mathys,Tourraine,,Men's Football,Morocco,Rodez AF,Ligue 2 BKT,RB,Right Back,70,76,39,62,66,66,64,172,68,1/14/2001 12:00:00 AM,2,3,1
EA,212546,5737,Myenty Abena,Myenty,Abena,,Men's Football,Suriname,Gaziantep,Trendyol Süper Lig,CB,Center Back,70,69,41,56,58,67,81,191,79,12/12/1994 12:00:00 AM,2,2,1
EA,223740,5738,Eguaras,Iñigo,Eguaras Álvarez,Eguaras,Men's Football,Spain,USL Dunkerque,Ligue 2 BKT,CDM,Center Defensive Midfielder,70,49,56,69,65,67,66,181,78,3/7/1992 12:00:00 AM,2,3,1
EA,234108,5739,Gonzalo Maroni,Gonzalo,Maroni,,Men's Football,Argentina,Newell's,LPF,CAM,Center Attacking Midfielder,70,70,57,69,76,43,57,175,74,3/18/1999 12:00:00 AM,3,2,1
EA,246682,5740,Karamoko Dembélé,Karamoko,Dembélé,,Men's Football,England,QPR,EFL Championship,RM,Right Midfielder,70,83,64,65,74,43,43,167,65,2/22/2003 12:00:00 AM,4,3,2
EA,251198,5741,Ellis Simms,Ellis,Simms,,Men's Football,England,Coventry City,EFL Championship,ST,Striker,70,73,70,54,64,34,77,191,73,1/5/2001 12:00:00 AM,3,4,1
EA,256980,5742,Matteo Di Giusto,Matteo,Di Giusto,,Men's Football,Switzerland,FC Luzern,Brack Super League,CAM,Center Attacking Midfielder,70,78,68,67,74,31,54,168,65,8/18/2000 12:00:00 AM,4,3,1
EA,268715,5743,Alonso Martínez,Alonso,Martínez,,Men's Football,Costa Rica,New York City FC,MLS,ST,Striker,70,80,74,61,72,27,58,173,72,10/15/1998 12:00:00 AM,3,3,1
EA,269084,5744,Umut Tohumcu,Umut,Tohumcu,,Men's Football,Germany,TSG Hoffenheim,Bundesliga,CAM,Center Attacking Midfielder,70,68,62,68,72,49,53,175,71,8/11/2004 12:00:00 AM,3,4,1
EA,271969,5745,Nicolás Paz,Nicolás,Paz,,Men's Football,Argentina,Unión,LPF,CB,Center Back,70,71,39,57,59,68,78,180,79,10/16/2002 12:00:00 AM,2,4,1
EA,274191,5746,Daisuke Yokota,Daisuke,Yokota,,Men's Football,Japan,Hannover 96,Bundesliga 2,CAM,Center Attacking Midfielder,70,79,59,65,74,46,49,171,69,6/15/2000 12:00:00 AM,4,3,2
EA,277216,5748,Mohamed Bamba,Mohamed,Bamba,,Men's Football,Côte d'Ivoire,FC Lorient,Ligue 1 McDonald's,ST,Striker,70,78,69,56,70,28,71,185,72,12/10/2001 12:00:00 AM,3,3,1
EA,278075,5749,Irakli Azarov,Irakli,Azarov,,Men's Football,Georgia,Shakhtar Donetsk,Ukrayina Liha,LB,Left Back,70,78,37,66,70,64,57,179,56,2/21/2002 12:00:00 AM,3,2,2
EA,172723,5750,Asmir Begović,Asmir,Begović,,Men's Football,Bosnia and Herzegovina,Leicester City,EFL Championship,GK,Goalkeeper,70,70,70,65,67,26,73,199,101,6/20/1987 12:00:00 AM,1,2,1
EA,205869,5751,Jairo,Jairo,Samperio Bustara,Jairo,Men's Football,Spain,NorthEast United,ISL,RM,Right Midfielder,70,83,61,68,71,30,58,173,69,7/11/1993 12:00:00 AM,3,4,1
EA,213530,5752,Nicolai Poulsen,Nicolai,Poulsen,,Men's Football,Denmark,AGF,3F Superliga,CDM,Center Defensive Midfielder,70,47,53,63,65,66,77,180,82,8/15/1993 12:00:00 AM,2,3,1
EA,214906,5753,Andrew Hughes,Andrew,Hughes,,Men's Football,Wales,Preston,EFL Championship,CB,Center Back,70,59,42,62,60,70,78,186,81,6/5/1992 12:00:00 AM,2,2,2
EA,216730,5754,Stian Gregersen,Stian,Gregersen,,Men's Football,Norway,Atlanta United,MLS,CB,Center Back,70,78,44,52,46,67,84,191,83,5/17/1995 12:00:00 AM,2,2,1
EA,226430,5755,Sead Hakšabanović,Sead,Hakšabanović,,Men's Football,Montenegro,Malmö FF,Allsvenskan,LM,Left Midfielder,70,77,65,66,73,29,61,173,74,5/4/1999 12:00:00 AM,4,4,1
EA,240258,5756,Opa Sangante,Opa,Sangante,,Men's Football,Guinea-Bissau,USL Dunkerque,Ligue 2 BKT,CB,Center Back,70,55,51,58,60,71,76,188,87,2/1/1991 12:00:00 AM,2,3,1
EA,251831,5757,Diego García,Diego,García,,Men's Football,Uruguay,,Libertadores,LM,Left Midfielder,70,76,57,70,73,49,46,169,70,12/29/1996 12:00:00 AM,4,3,1
EA,252675,5758,Joyskim Dawa,Joyskim,Dawa,,Men's Football,Cameroon,FCSB,SUPERLIGA,CB,Center Back,70,78,49,46,47,69,82,192,92,4/9/1996 12:00:00 AM,2,2,1
EA,257480,5759,Matheo Raab,Matheo,Raab,,Men's Football,Germany,Union Berlin,Bundesliga,GK,Goalkeeper,70,70,69,67,70,25,70,186,82,12/18/1998 12:00:00 AM,1,3,1
EA,259362,5760,Magunagoitia,Jon Mikel,Magunagoitia Blasco,Magunagoitia,Men's Football,Spain,SD Eibar,LALIGA HYPERMOTION,GK,Goalkeeper,70,69,68,67,72,27,68,183,79,8/6/2000 12:00:00 AM,1,3,1
EA,262417,5761,Daniel Figueira,Daniel Alexis,Leite Figueira,Daniel Figueira,Men's Football,Portugal,Gil Vicente,Liga Portugal,GK,Goalkeeper,70,68,67,68,71,27,70,189,84,7/20/1998 12:00:00 AM,1,3,1
EA,263563,5762,Saulo Mineiro,Saulo,Rodrigues da Silva,Saulo Mineiro,Men's Football,Brazil,Shanghai Shenhua,CSL,ST,Striker,70,81,68,57,67,21,77,184,85,6/17/1997 12:00:00 AM,2,3,1
EA,72825,5766,Prince Ampem,Prince,Ampem,,Men's Football,Ghana,Eyüpspor,Trendyol Süper Lig,LM,Left Midfielder,70,89,70,62,70,28,51,169,65,4/13/1998 12:00:00 AM,3,3,1
EA,202886,5767,Benjamin Siegrist,Benjamin,Siegrist,,Men's Football,Switzerland,Genoa,Serie A Enilive,GK,Goalkeeper,70,69,68,59,68,34,72,196,85,1/31/1992 12:00:00 AM,1,3,1
EA,217047,5768,Aníbal Godoy,Aníbal,Godoy,,Men's Football,Panama,San Diego FC,MLS,CM,Center Midfielder,70,43,56,65,67,64,75,183,82,2/10/1990 12:00:00 AM,3,2,2
EA,232826,5769,Francis Mac Allister,Francis,Mac Allister,,Men's Football,Argentina,Instituto,LPF,CDM,Center Defensive Midfielder,70,63,43,62,66,70,66,176,71,10/30/1995 12:00:00 AM,3,3,1
EA,245565,5770,Mouhamed Belkheir,Mouhamed,Belkheir,,Men's Football,Algeria,RAAL La Louvière,1A Pro League,RW,Right Wing,70,63,71,67,70,30,69,185,77,1/2/1999 12:00:00 AM,3,1,2
EA,248784,5771,Timothé Nkada,Timothé,Nkada,,Men's Football,France,Standard Liège,1A Pro League,ST,Striker,70,84,72,56,69,24,65,177,68,7/20/1999 12:00:00 AM,3,3,1
EA,262865,5772,Facundo Sanguinetti,Facundo,Sanguinetti,,Men's Football,Argentina,Banfield,LPF,GK,Goalkeeper,70,70,64,66,73,29,68,185,71,3/1/2001 12:00:00 AM,1,3,1
EA,268330,5773,Agustín Ojeda,Agustín,Ojeda,,Men's Football,Argentina,New York City FC,MLS,LM,Left Midfielder,70,88,56,63,74,41,48,171,62,6/19/2004 12:00:00 AM,4,2,1
EA,268581,5774,Santiago Toloza,Santiago,Toloza,,Men's Football,Argentina,Platense,LPF,CAM,Center Attacking Midfielder,70,66,68,68,70,48,50,171,69,10/28/2002 12:00:00 AM,3,3,1
EA,271320,5775,Tonni Adamsen,Tonni,Adamsen,,Men's Football,Denmark,Silkeborg IF,3F Superliga,ST,Striker,70,77,70,56,68,30,69,180,74,11/15/1994 12:00:00 AM,3,4,2
EA,211591,5777,Moussa Dembélé,Moussa,Dembélé,,Men's Football,France,Al Ettifaq,ROSHN Saudi League,ST,Striker,70,67,69,60,66,30,77,187,79,7/12/1996 12:00:00 AM,3,3,1
EA,226386,5778,Luca Sosa,Luca,Sosa,,Men's Football,Argentina,Newell's,LPF,CB,Center Back,70,69,37,58,59,70,76,179,77,6/11/1994 12:00:00 AM,2,2,2
EA,226401,5779,Kieran Dowell,Kieran,Dowell,,Men's Football,England,Rangers,Scottish Prem,RM,Right Midfielder,70,62,68,71,73,40,55,185,70,10/10/1997 12:00:00 AM,3,3,2
EA,232704,5780,Takuma Ominami,Takuma,Ominami,,Men's Football,Japan,OH Leuven,1A Pro League,CB,Center Back,70,87,29,48,59,68,78,184,76,12/13/1997 12:00:00 AM,2,3,1
EA,234399,5781,Johannes Eggestein,Johannes,Eggestein,,Men's Football,Germany,FK Austria Wien,Ö. Bundesliga,ST,Striker,70,57,70,70,72,37,63,183,75,5/8/1998 12:00:00 AM,3,4,1
EA,234955,5782,Andrés Sarmiento,Andrés,Sarmiento,,Men's Football,Colombia,,Libertadores,LM,Left Midfielder,70,75,70,61,72,27,64,170,60,1/15/1998 12:00:00 AM,3,3,1
EA,235266,5783,Christian Früchtl,Christian,Früchtl,,Men's Football,Germany,Lecce,Serie A Enilive,GK,Goalkeeper,70,73,68,67,71,24,66,193,88,1/28/2000 12:00:00 AM,1,2,2
EA,236046,5784,Ivan Zlobin,Ivan,Zlobin,,Men's Football,Russia,FC Famalicão,Liga Portugal,GK,Goalkeeper,70,69,68,64,70,29,69,191,84,3/7/1997 12:00:00 AM,1,2,1
EA,239350,5785,Siriki Dembélé,Siriki,Dembélé,,Men's Football,Scotland,Oxford United,EFL Championship,LM,Left Midfielder,70,88,66,59,74,28,54,173,67,9/7/1996 12:00:00 AM,4,5,1
EA,247686,5786,Cho Gue Sung,Gue Sung,Cho,Cho Gue Sung,Men's Football,Korea Republic,FC Midtjylland,3F Superliga,ST,Striker,70,75,69,52,66,30,77,188,82,1/25/1998 12:00:00 AM,3,5,1
EA,250842,5787,Joel Graterol,Joel,Graterol,,Men's Football,Venezuela,,Sudamericana,GK,Goalkeeper,70,69,68,66,70,24,72,180,82,5/15/1997 12:00:00 AM,1,3,1
EA,251829,5788,Ramon Hendriks,Ramon,Hendriks,,Men's Football,Holland,VfB Stuttgart,Bundesliga,CB,Center Back,70,81,33,55,58,70,72,189,83,7/18/2001 12:00:00 AM,2,4,2
EA,259904,5789,Gonzalo Valle,Gonzalo,Valle,,Men's Football,Ecuador,,Libertadores,GK,Goalkeeper,70,67,70,65,72,26,69,185,85,2/28/1996 12:00:00 AM,1,2,1
EA,71672,5791,Keita Kosugi,Keita,Kosugi,,Men's Football,Japan,Djurgårdens IF,Allsvenskan,LB,Left Back,70,85,35,53,67,64,64,168,66,3/18/2006 12:00:00 AM,3,2,2
EA,158784,5792,Jorge Carranza,Jorge,Carranza,,Men's Football,Argentina,Aldosivi,LPF,GK,Goalkeeper,70,66,68,67,70,25,72,186,86,5/7/1981 12:00:00 AM,1,3,1
EA,199986,5793,Arbilla,Anaitz,Arbilla Zabala,Arbilla,Men's Football,Spain,SD Eibar,LALIGA HYPERMOTION,CB,Center Back,70,44,54,68,59,69,74,178,76,5/15/1987 12:00:00 AM,2,4,1
EA,208146,5794,Davide Adorni,Davide,Adorni,,Men's Football,Italy,Modena,Serie BKT,CB,Center Back,70,74,44,52,54,72,72,189,78,8/9/1992 12:00:00 AM,2,3,1
EA,220029,5795,Saîf-Eddine Khaoui,Saîf-Eddine,Khaoui,,Men's Football,Tunisia,Red Star FC,Ligue 2 BKT,CAM,Center Attacking Midfielder,70,50,68,71,71,49,59,180,68,4/27/1995 12:00:00 AM,3,3,2
EA,222165,5796,Emil Hansson,Emil,Hansson,,Men's Football,Sweden,Blackpool,EFL League One,LM,Left Midfielder,70,73,66,68,74,35,52,172,68,6/15/1998 12:00:00 AM,3,3,1
EA,225844,5797,Daniele Verde,Daniele,Verde,,Men's Football,Italy,Spezia,Serie BKT,RW,Right Wing,70,74,69,67,73,36,49,168,63,6/20/1996 12:00:00 AM,4,3,2
EA,228136,5798,Joan Castro,Joan,Castro,,Men's Football,Colombia,,Libertadores,RB,Right Back,70,70,40,62,65,68,63,176,70,1/13/1997 12:00:00 AM,2,2,1
EA,247385,5799,Lee Buchanan,Lee,Buchanan,,Men's Football,England,Birmingham City,EFL Championship,LB,Left Back,70,74,41,57,66,67,63,175,67,3/7/2001 12:00:00 AM,3,3,2
EA,266586,5800,Louis Mafouta,Louis,Mafouta,,Men's Football,Central African Republic,En Avant Guingamp,Ligue 2 BKT,ST,Striker,70,81,70,52,67,29,69,181,70,7/2/1994 12:00:00 AM,2,3,1
EA,273835,5802,Lilian Raolisoa,Lilian,Raolisoa,,Men's Football,France,Angers SCO,Ligue 1 McDonald's,RB,Right Back,70,71,42,57,70,69,59,178,70,6/16/2000 12:00:00 AM,2,3,1
EA,274452,5803,Lukáš Vorlický,Lukáš,Vorlický,,Men's Football,Czech Republic,Slavia Praha,Česká Liga,CAM,Center Attacking Midfielder,70,61,67,75,71,39,55,186,76,1/18/2002 12:00:00 AM,3,3,1
EA,274726,5804,Nazar Voloshyn,Nazar,Voloshyn,,Men's Football,Ukraine,Dynamo Kyiv,Ukrayina Liha,LM,Left Midfielder,70,82,65,66,71,29,55,175,62,6/17/2003 12:00:00 AM,3,4,1
EA,76097,5807,Emmanuel Uchenna,Emmanuel,Uchenna,,Men's Football,Nigeria,Sparta Praha,Česká Liga,CB,Center Back,70,68,44,56,55,69,75,186,76,12/4/2003 12:00:00 AM,2,3,1
EA,199667,5808,Ramiro Funes Mori,Ramiro,Funes Mori,,Men's Football,Argentina,Estudiantes,LPF,CB,Center Back,70,47,50,65,63,68,74,187,79,3/5/1991 12:00:00 AM,2,3,2
EA,246550,5809,Giovanni Haag,Giovanni,Haag,,Men's Football,France,Red Star FC,Ligue 2 BKT,CDM,Center Defensive Midfielder,70,58,33,65,66,67,78,187,80,5/30/2000 12:00:00 AM,3,3,1
EA,252590,5810,Fer Niño,Fernando,Niño Rodríguez,Fer Niño,Men's Football,Spain,Burgos CF,LALIGA HYPERMOTION,ST,Striker,70,66,71,57,67,34,72,191,78,10/24/2000 12:00:00 AM,3,3,1
EA,270828,5814,Ibrahim Salah,Ibrahim,Salah,,Men's Football,Morocco,FC Basel 1893,Brack Super League,LW,Left Wing,70,71,69,58,72,30,67,186,70,8/30/2001 12:00:00 AM,3,4,1
EA,277448,5815,Eguinaldo,Eguinaldo,de Sousa Lemos,Eguinaldo,Men's Football,Brazil,Shakhtar Donetsk,Ukrayina Liha,LM,Left Midfielder,70,88,63,56,76,28,56,175,69,8/9/2004 12:00:00 AM,3,4,1
EA,71106,5816,Yang Min Hyeok,Min Hyeok,Yang,Yang Min Hyeok,Men's Football,Korea Republic,Portsmouth,EFL Championship,RM,Right Midfielder,70,80,67,62,73,31,53,171,61,4/16/2006 12:00:00 AM,3,3,1
EA,220198,5817,Bersant Celina,Bersant,Celina,,Men's Football,Kosovo,AIK,Allsvenskan,LM,Left Midfielder,70,78,64,67,69,25,63,181,66,9/9/1996 12:00:00 AM,4,3,1
EA,229624,5818,Sergi Guardiola,Sergio,Guardiola Navarro,Sergi Guardiola,Men's Football,Spain,Córdoba CF,LALIGA HYPERMOTION,ST,Striker,70,68,70,62,66,30,70,185,78,5/29/1991 12:00:00 AM,3,2,2
EA,231697,5819,Anderson Arroyo,Anderson,Arroyo,,Men's Football,Colombia,Burgos CF,LALIGA HYPERMOTION,RB,Right Back,70,75,29,57,61,68,76,176,71,9/27/1999 12:00:00 AM,2,4,1
EA,232693,5820,Chidozie Awaziem,Chidozie,Awaziem,,Men's Football,Nigeria,FC Nantes,Ligue 1 McDonald's,CB,Center Back,70,72,39,50,60,69,76,189,78,1/1/1997 12:00:00 AM,2,3,1
EA,242117,5821,Abdulrahman Ghareeb,Abdulrahman,Ghareeb,,Men's Football,Saudi Arabia,Al Nassr,ROSHN Saudi League,LM,Left Midfielder,70,84,62,64,74,25,57,164,68,3/31/1997 12:00:00 AM,4,3,1
EA,248105,5822,Virgil Ghiță,Virgil,Ghiță,,Men's Football,Romania,Hannover 96,Bundesliga 2,CB,Center Back,70,70,44,51,52,68,81,186,82,6/4/1998 12:00:00 AM,2,2,1
EA,252168,5823,Miguel Brizuela,Miguel,Brizuela,,Men's Football,Argentina,Atlético Tucumán,LPF,CB,Center Back,70,64,44,57,53,68,80,182,78,1/5/1997 12:00:00 AM,2,3,2
EA,253036,5824,Nathanaël Mbuku,Nathanaël,Mbuku,,Men's Football,Congo DR,Montpellier,Ligue 2 BKT,RM,Right Midfielder,70,73,63,68,74,35,53,170,68,3/16/2002 12:00:00 AM,4,2,2
EA,263006,5825,Imanol,Imanol,García de Albéniz,Imanol,Men's Football,Spain,FC Andorra,LALIGA HYPERMOTION,LB,Left Back,70,67,47,66,65,67,54,177,69,6/8/2000 12:00:00 AM,2,2,2
EA,266648,5826,Gonzalo Carneiro,Gonzalo,Carneiro,,Men's Football,Uruguay,,Libertadores,ST,Striker,70,69,70,61,69,26,71,194,85,9/12/1995 12:00:00 AM,3,3,2
EA,272515,5827,Antoine Mendy,Antoine,Mendy,,Men's Football,Senegal,OGC Nice,Ligue 1 McDonald's,CB,Center Back,70,64,41,55,63,71,72,187,75,5/27/2004 12:00:00 AM,2,3,1
EA,72852,5829,Cristian Shpendi,Cristian,Shpendi,,Men's Football,Albania,Cesena,Serie BKT,ST,Striker,70,71,71,52,73,33,65,181,70,5/19/2003 12:00:00 AM,2,3,1
EA,205972,5832,Rubén Bentancourt,Rubén,Bentancourt,,Men's Football,Uruguay,Argentinos Jrs.,LPF,ST,Striker,70,75,72,54,63,33,68,184,80,3/2/1993 12:00:00 AM,2,3,1
EA,226378,5833,Ramón Ábila,Ramón,Ábila,,Men's Football,Argentina,Huracán,LPF,ST,Striker,70,52,71,61,69,32,80,177,93,10/14/1989 12:00:00 AM,3,3,1
EA,245368,5834,Güven Yalçın,Güven,Yalçın,,Men's Football,Turkey,Alanyaspor,Trendyol Süper Lig,ST,Striker,70,75,73,61,71,23,62,184,77,1/18/1999 12:00:00 AM,3,3,1
EA,257703,5835,Pedro Henrique,Pedro Henrique,Alves de Almeida,Pedro Henrique,Men's Football,Brazil,Yunnan Yukun,CSL,ST,Striker,70,73,70,49,66,34,73,190,82,11/8/1996 12:00:00 AM,2,3,1
EA,264085,5836,David Brekalo,David,Brekalo,,Men's Football,Slovenia,Orlando City,MLS,CB,Center Back,70,73,27,54,61,69,81,186,88,12/3/1998 12:00:00 AM,3,3,1
EA,264731,5837,Ashley Phillips,Ashley,Phillips,,Men's Football,England,Stoke City,EFL Championship,CB,Center Back,70,65,40,56,59,70,75,192,90,6/26/2005 12:00:00 AM,2,3,1
EA,265396,5839,Carlos Martín,Carlos,Martín Domínguez,Carlos Martín,Men's Football,Spain,Atlético de Madrid,LALIGA EA SPORTS,ST,Striker,70,74,71,60,70,28,62,180,74,4/22/2002 12:00:00 AM,3,4,1
EA,199313,5841,Abdoulaye Bamba,Abdoulaye,Bamba,,Men's Football,Côte d'Ivoire,Angers SCO,Ligue 1 McDonald's,CB,Center Back,70,59,40,64,62,71,68,182,72,4/25/1990 12:00:00 AM,2,3,1
EA,233404,5842,Iván Rojas,Iván,Rojas,,Men's Football,Colombia,,Sudamericana,CDM,Center Defensive Midfielder,70,61,45,59,59,70,70,178,76,7/24/1997 12:00:00 AM,2,3,2
EA,256059,5843,Alkain,Xeber,Alkain Mitxelena,Alkain,Men's Football,Spain,SD Eibar,LALIGA HYPERMOTION,RM,Right Midfielder,70,77,67,64,73,26,57,174,69,6/26/1997 12:00:00 AM,3,3,1
EA,264480,5844,Simone Canestrelli,Simone,Canestrelli,,Men's Football,Italy,Pisa,Serie A Enilive,CB,Center Back,70,65,44,52,54,72,77,192,85,9/11/2000 12:00:00 AM,2,3,1
EA,264736,5845,Loïc Williams,Loïc,Williams Ntambue,Loïc Williams,Men's Football,Spain,Granada CF,LALIGA HYPERMOTION,CB,Center Back,70,68,37,52,60,69,78,188,74,1/7/2002 12:00:00 AM,2,3,2
EA,71330,5848,Taras Mykhavko,Taras,Mykhavko,,Men's Football,Ukraine,Dynamo Kyiv,Ukrayina Liha,CB,Center Back,70,67,39,59,60,70,68,187,78,5/30/2005 12:00:00 AM,2,3,2
EA,219293,5849,Michał Helik,Michał,Helik,,Men's Football,Poland,Oxford United,EFL Championship,CB,Center Back,70,58,55,47,54,69,80,191,80,9/9/1995 12:00:00 AM,2,3,1
EA,220148,5850,Nicolás Orsini,Nicolás,Orsini,,Men's Football,Argentina,Platense,LPF,ST,Striker,70,70,70,57,64,32,70,187,80,9/12/1994 12:00:00 AM,3,3,1
EA,225072,5851,Zak Vyner,Zak,Vyner,,Men's Football,Kenya,Bristol City,EFL Championship,CB,Center Back,70,68,35,56,62,70,72,187,73,5/14/1997 12:00:00 AM,2,3,1
EA,236692,5852,Marc Gual,Marc,Gual Huguet,Marc Gual,Men's Football,Spain,Rio Ave FC,Liga Portugal,ST,Striker,70,81,70,56,71,21,64,184,73,3/13/1996 12:00:00 AM,3,3,1
EA,240856,5853,Bilal Bayazıt,Bilal,Bayazıt,,Men's Football,Turkey,Kayserispor,Trendyol Süper Lig,GK,Goalkeeper,70,69,65,62,73,24,70,185,76,4/8/1999 12:00:00 AM,1,2,1
EA,242623,5854,Odin Luraas Bjørtuft,Odin Luraas,Bjørtuft,,Men's Football,Norway,FK Bodø/Glimt,Eliteserien,CB,Center Back,70,62,37,60,61,69,74,188,80,12/19/1998 12:00:00 AM,2,3,1
EA,247611,5855,Egil Selvik,Egil,Selvik,,Men's Football,Norway,Watford,EFL Championship,GK,Goalkeeper,70,70,69,66,70,19,69,187,75,7/30/1997 12:00:00 AM,1,2,2
EA,260738,5856,Alejo Cruz,Alejo,Cruz,,Men's Football,Uruguay,,Libertadores,LW,Left Wing,70,76,62,66,72,36,51,169,67,9/1/2000 12:00:00 AM,3,3,2
EA,275046,5859,Bruno Damiani,Bruno,Damiani,,Men's Football,Uruguay,Philadelphia,MLS,ST,Striker,70,66,70,56,65,32,74,189,80,4/18/2002 12:00:00 AM,2,3,2
EA,71418,5860,Bazoumana Touré,Bazoumana,Touré,,Men's Football,Côte d'Ivoire,TSG Hoffenheim,Bundesliga,LM,Left Midfielder,70,91,59,62,71,28,51,175,68,3/2/2006 12:00:00 AM,4,2,2
EA,237046,5861,Guido Villar,Guido,Villar,,Men's Football,Argentina,,Libertadores,GK,Goalkeeper,70,67,70,66,69,18,72,193,79,2/15/1998 12:00:00 AM,1,2,1
EA,251429,5862,Fabian Kunze,Fabian,Kunze,,Men's Football,Germany,Kaiserslautern,Bundesliga 2,CDM,Center Defensive Midfielder,70,59,40,56,57,71,79,193,78,6/14/1998 12:00:00 AM,2,3,1
EA,258167,5863,Ronnie Edwards,Ronnie,Edwards,,Men's Football,England,Southampton,EFL Championship,CB,Center Back,70,69,35,53,61,70,74,185,76,3/28/2003 12:00:00 AM,2,4,1
EA,277206,5864,Ibrahima Sory Bangoura,Ibrahima Sory,Bangoura,,Men's Football,Guinea,KRC Genk,1A Pro League,CDM,Center Defensive Midfielder,70,63,41,57,56,68,77,190,79,1/5/2004 12:00:00 AM,2,3,1
EA,277659,5865,Mory Gbane,Mory,Gbane,,Men's Football,Côte d'Ivoire,Stade de Reims,Ligue 2 BKT,CDM,Center Defensive Midfielder,70,52,41,57,60,70,82,188,80,12/25/2000 12:00:00 AM,2,2,1
EA,226151,5866,Iago Maidana,Iago Justen,Maidana Martins,Iago Maidana,Men's Football,Brazil,Henan FC,CSL,CB,Center Back,70,75,40,45,50,69,82,193,85,2/6/1996 12:00:00 AM,2,2,1
EA,235849,5867,Mamadou Fofana,Mamadou,Fofana,,Men's Football,Mali,New England,MLS,CB,Center Back,70,65,33,54,63,69,77,186,75,1/21/1998 12:00:00 AM,2,3,1
EA,240661,5868,Emanuel Vignato,Emanuel,Vignato,,Men's Football,Italy,Pisa,Serie A Enilive,CAM,Center Attacking Midfielder,70,67,63,69,74,39,49,175,67,8/24/2000 12:00:00 AM,4,4,1
EA,246561,5869,Mihai Popescu,Mihai,Popescu,,Men's Football,Romania,FCSB,SUPERLIGA,CB,Center Back,70,67,40,49,58,69,78,188,83,5/7/1993 12:00:00 AM,2,3,1
EA,261283,5870,Tommy Conway,Tommy,Conway,,Men's Football,Scotland,Middlesbrough,EFL Championship,ST,Striker,70,81,70,56,70,24,60,178,67,8/6/2002 12:00:00 AM,2,3,1
EA,153060,5871,Juan Manuel Insaurralde,Juan Manuel,Insaurralde,,Men's Football,Argentina,Sarmiento,LPF,CB,Center Back,70,41,57,57,57,69,79,188,87,10/3/1984 12:00:00 AM,2,3,2
EA,228888,5872,George Edmundson,George,Edmundson,,Men's Football,England,Middlesbrough,EFL Championship,CB,Center Back,70,68,35,51,57,69,80,190,80,8/15/1997 12:00:00 AM,2,3,1
EA,259422,5873,Nico Serrano,Nicolás,Serrano Galdeano,Nico Serrano,Men's Football,Spain,Athletic Club,LALIGA EA SPORTS,LM,Left Midfielder,70,83,63,63,75,24,52,176,72,3/5/2003 12:00:00 AM,3,2,2
EA,266159,5874,Arnau Comas,Arnau,Comas Freixas,Arnau Comas,Men's Football,Spain,RC Deportivo,LALIGA HYPERMOTION,CB,Center Back,70,72,35,55,55,69,74,191,79,4/11/2000 12:00:00 AM,2,3,1
EA,269639,5875,Arana,Juan Carlos,Arana Gómez,Arana,Men's Football,Spain,R. Racing Club,LALIGA HYPERMOTION,ST,Striker,70,71,69,55,69,33,63,182,73,2/8/2000 12:00:00 AM,3,3,1
EA,270995,5876,Nikolas Sattlberger,Nikolas,Sattlberger,,Men's Football,Austria,KRC Genk,1A Pro League,CDM,Center Defensive Midfielder,70,53,43,63,62,68,71,191,73,1/18/2004 12:00:00 AM,2,3,1
EA,275878,5878,Emmanuel Biumla,Emmanuel,Biumla,,Men's Football,France,Angers SCO,Ligue 1 McDonald's,CB,Center Back,70,62,45,53,59,71,70,185,75,5/8/2005 12:00:00 AM,2,3,1
EA,248559,5879,Léo Pétrot,Léo,Pétrot,,Men's Football,France,Elche CF,LALIGA EA SPORTS,LB,Left Back,70,65,33,54,58,71,78,188,81,4/15/1997 12:00:00 AM,2,2,2
